Z05_RES	NAME	typologie_ofs	typologie_binaire	PFNONE	PFOBL	PFGEN	PFPROF	PFMAT	PFPRSF	PFPRSS	PFBAC	PFMAS	PFPHD	PFS	PFPRES	ADO	ADUNE	NADFM	NADHO	NADRET	NADINV	NADOTH	ADM	ADF	AD3PRIM	AD3SEC	AD3TERT	ADD1AGR	ADD2EXT	ADD2BAS	ADD2HEA	ADD2LIT	ADD2IS	ADD2CST	ADD3TRD	ADD3TRS	ADD3ACC	ADD3IT	ADD3FIN	ADD3RE	ADD3PRO	ADD3SUP	ADD3ADM	ADD3EDU	ADD3HC	ADD3SOC	ADD3REC
1	Reppischtal	Espace sous influence des centres urbains	N	0.007950028	0.090478895	0.052053757	0.280333144	0.083475298	0.102025364	0.044482302	0.049782321	0.101646792	0.021010789	0.117357562	0.049403748	0.968708389	0.031291611	0.118508655	0.072569907	0.260319574	0.005326232	0.017310253	0.531624501	0.468375499	0.028287462	0.159785933	0.811926606	0.028287462	0.003058104	0.043577982	0	0.064220183	0	0.048929664	0.118119266	0.024847095	0.012614679	0.04969419	0.177370031	0.021788991	0.154051988	0.028669725	0.038608563	0.056957187	0.04969419	0.036314985	0.003440367
2.1	Affoltern am Albis Zentrum	Espace des centres urbains	U	0.020737023	0.157574957	0.058116497	0.342623167	0.071456875	0.076740193	0.024699511	0.035134064	0.057852331	0.013208295	0.090080571	0.051776516	0.954604976	0.045395024	0.051505893	0.074203405	0.252291576	0.047140986	0.010475775	0.542557835	0.457442165	0.008869742	0.225038013	0.766092245	0.008869742	0.004054739	0.024581855	0.014698429	0.074505829	0.011403953	0.095793208	0.182716675	0.035478966	0.069944247	0.054738976	0.076533198	0.009883426	0.075266092	0.036746072	0.029650279	0.041561075	0.072985302	0.033451597	0.009883426
2.2	Affoltern am Albis-Zwillikon Hedingen	Espace des centres urbains	U	0.011534375	0.123387464	0.047958719	0.363029291	0.057520109	0.084686599	0.037942025	0.032478373	0.061617848	0.015632114	0.11412961	0.050083472	0.964212679	0.035787321	0.08793456	0.042433538	0.25	0.027351738	0.01303681	0.533997955	0.466002045	0.004441812	0.190109565	0.805448623	0.004441812	0	0.024578028	0.009771987	0.101865561	0.010364229	0.04352976	0.176191886	0.05419011	0.026354753	0.035534498	0.094758662	0.012437074	0.08320995	0.033757773	0.059520284	0.057447439	0.096535386	0.043233639	0.005330175
3	Bonstetten	Espace sous influence des centres urbains	N	0.009511615	0.085787452	0.044448509	0.343515639	0.082312054	0.080482897	0.026888604	0.042802268	0.083958295	0.024144869	0.115602707	0.060545089	0.975856444	0.024143556	0.103752039	0.073735726	0.262642741	0.010114192	0.022185971	0.514845024	0.485154976	0.011434895	0.135374401	0.853190705	0.011434895	0.003319808	0.033566949	0.015123571	0.041313169	0.005901881	0.036149023	0.162670601	0.049797123	0.040206566	0.060494283	0.150866839	0.011434895	0.119513095	0.029509406	0.042788639	0.068978237	0.057174474	0.032829214	0.005901881
4	Oberalbis	Espace sous influence des centres urbains	N	0.010620765	0.090825856	0.048709028	0.301776231	0.064090826	0.094488189	0.047610328	0.030763596	0.074162241	0.02893243	0.160227065	0.047793444	0.974167445	0.025832555	0.059446001	0.055399938	0.22875817	0.01774043	0.002489885	0.512605042	0.487394958	0.04795022	0.179721816	0.772327965	0.04795022	0	0.024158126	0.009150805	0.060029283	0.002928258	0.083455344	0.125915081	0.032210835	0.033674963	0.034040996	0.057833089	0.008418741	0.121156662	0.040629575	0.053806735	0.103221083	0.068814056	0.049048316	0.005856515
9	Mettmenstetten	Espace sous influence des centres urbains	N	0.006007724	0.122586182	0.06522672	0.324560149	0.062222858	0.108568159	0.037905879	0.026462595	0.070948362	0.014590187	0.117293663	0.043627521	0.966370406	0.033629594	0.091520538	0.060533269	0.229401874	0.017055008	0.018976699	0.544559212	0.455440788	0.043769166	0.253693895	0.702536939	0.043769166	0.006690828	0.045720658	0.017842208	0.101198773	0.012266518	0.069974909	0.132701422	0.027042096	0.030666295	0.025369389	0.091162531	0.002230276	0.090883747	0.024533036	0.054920546	0.080289936	0.07248397	0.038751045	0.01366044
10	Obfelden-Ottenbach	Espace sous influence des centres urbains	N	0.013772108	0.105247898	0.054653523	0.359089591	0.073209626	0.086836764	0.03914178	0.028124094	0.056973036	0.005508843	0.116990432	0.060452305	0.979255186	0.020744814	0.066983254	0.065483629	0.24643839	0.027993002	0.020994751	0.531617096	0.468382904	0.01863354	0.245059289	0.736307171	0.01863354	0.004517222	0.018915867	0.019762846	0.097120271	0.011010728	0.093732355	0.16177301	0.012987013	0.029644269	0.049971767	0.100508187	0.008752117	0.085262564	0.042066629	0.049689441	0.062394128	0.059006211	0.048560136	0.014116318
14	Wettswil-Aesch	Espace sous influence des centres urbains	N	0.004157339	0.074832107	0.042852574	0.299008634	0.068596098	0.128237928	0.032619124	0.037895747	0.111928366	0.022545571	0.122321714	0.055004797	0.966483675	0.033516325	0.067899451	0.079456804	0.329384571	0.004911875	0.016758162	0.566021381	0.433978619	0.021262234	0.119473507	0.859264259	0.021262234	0	0.008099899	0.013162335	0.047586905	0.010799865	0.039824502	0.154235572	0.035437057	0.023624705	0.051299359	0.164360445	0.007762403	0.154235572	0.038812015	0.048599393	0.042861964	0.080661492	0.021262234	0.008099899
27	Feuerthalen-Flurlingen	Espace des centres urbains	U	0.013701274	0.121381706	0.046893091	0.337900425	0.066962563	0.089347742	0.034928599	0.046893091	0.044577383	0.018525666	0.110575068	0.068313393	0.980685981	0.019314019	0.06993007	0.085581086	0.222111222	0.023976024	0.021312021	0.539460539	0.460539461	0.014990859	0.280804388	0.704204753	0.014990859	0.001828154	0.033272395	0.067641682	0.10274223	0	0.075319927	0.136380256	0.046800731	0.02047532	0.047897623	0.06654479	0.008775137	0.065813528	0.036928702	0.037659963	0.063985375	0.068007313	0.054478976	0.012065814
28	Henggart-Irchel	Espace sous influence des centres urbains	N	0.013933895	0.098023331	0.061892417	0.382858069	0.050226831	0.096079067	0.038075178	0.016526248	0.040181465	0.011827609	0.133182113	0.057193778	0.988538682	0.011461318	0.077936963	0.086246418	0.246418338	0.016332378	0.014326648	0.527793696	0.472206304	0.064193548	0.180322581	0.755483871	0.064193548	0	0.023548387	0.007741935	0.062580645	0.007741935	0.078709677	0.152903226	0.063870968	0.034516129	0.035806452	0.078709677	0.00516129	0.061935484	0.040322581	0.064193548	0.075483871	0.065483871	0.049677419	0.007419355
30	Andelfingen-Marthalen	Espace sous influence des centres urbains	N	0.006348367	0.117709298	0.058325618	0.348102103	0.049993387	0.111625446	0.04086761	0.027509589	0.053299828	0.009390292	0.117973813	0.058854649	0.97891904	0.02108096	0.063915676	0.067503925	0.24938327	0.007400763	0.012783135	0.519398968	0.480601032	0.052066981	0.244374673	0.703558346	0.052066981	0.002093145	0.041339613	0.021193093	0.088435374	0.010465725	0.080847724	0.127681842	0.043171115	0.029565672	0.033490319	0.06122449	0.016483516	0.084249084	0.04107797	0.054160126	0.058869702	0.087127159	0.046310832	0.008110937
34	Rheinfall-Trüllikon	Espace sous influence des centres urbains	N	0.004942339	0.089511258	0.052352187	0.387149918	0.065531759	0.112941607	0.032216731	0.037891269	0.043565806	0.012813472	0.113490756	0.047592898	0.975495133	0.024504867	0.08190668	0.105740181	0.331990601	0.01074186	0.014098691	0.511245384	0.488754616	0.047748447	0.217779503	0.73447205	0.047748447	0	0.027950311	0.036490683	0.100931677	0.012810559	0.039596273	0.152950311	0.041925466	0.032220497	0.025232919	0.043090062	0.019798137	0.083462733	0.026009317	0.048524845	0.077639752	0.07492236	0.071040373	0.00310559
52.1	Bassersdorf Dorf	Espace des centres urbains	U	0.009387177	0.12805526	0.068898335	0.332801984	0.082359192	0.07686858	0.027453064	0.031526745	0.067481403	0.003188098	0.108926674	0.063053489	0.948925568	0.051074432	0.081905948	0.110868888	0.237620679	0.02335721	0.027405793	0.535970103	0.464029897	0.004397215	0.165262001	0.830340784	0.004397215	0	0.02235251	0	0.086844998	0.006595823	0.04946867	0.165262001	0.082814218	0.053865885	0.078417003	0.123488457	0.005496519	0.061194577	0.057163796	0.056797362	0.046537193	0.03591059	0.028948333	0.01758886
52.2	Bassersdorf Unterbassersdorf-Baltenswil	Espace des centres urbains	U	0.006417308	0.117161716	0.060506051	0.370737074	0.060506051	0.098093143	0.019435277	0.048954895	0.063806381	0.005683902	0.105243858	0.043454345	0.976770863	0.023229137	0.04846573	0.057355893	0.199885288	0.012331517	0.022082019	0.50014339	0.49985661	0.009043928	0.164082687	0.826873385	0.009043928	0.002583979	0.026162791	0.008074935	0.056524548	0.010335917	0.060400517	0.171834625	0.077196382	0.045865633	0.059754522	0.112080103	0.009689922	0.083979328	0.063953488	0.053617571	0.030361757	0.034560724	0.034883721	0.012596899
53.1	Bülach Stadt	Espace des centres urbains	U	0.01086262	0.141054313	0.068051118	0.343769968	0.065974441	0.088178914	0.033865815	0.051757188	0.052396166	0.005111821	0.090095847	0.048881789	0.956298201	0.043701799	0.069922879	0.039845758	0.237275064	0.03033419	0.025192802	0.526478149	0.473521851	0.012793177	0.175753884	0.811452939	0.012793177	0.002436796	0.007310387	0.014620774	0.089856838	0.004873591	0.056655498	0.152299726	0.077063661	0.052086506	0.049040512	0.132196162	0.012488578	0.071580871	0.048735912	0.038379531	0.053609504	0.045689918	0.049649711	0.007614986
53.2	Bülach West	Espace des centres urbains	U	0.021529745	0.169405099	0.068366383	0.350141643	0.055712937	0.068366383	0.020018886	0.042115203	0.050802644	0.0101983	0.085741265	0.057601511	0.959641256	0.040358744	0.055605381	0.061285501	0.203886398	0.036173393	0.023318386	0.518684604	0.481315396	0.014519056	0.20399274	0.781488203	0.014519056	0	0.021415608	0.026134301	0.088203267	0.005444646	0.062794918	0.158257713	0.093284936	0.057350272	0.029038113	0.067513612	0	0.079128857	0.055898367	0.049001815	0.048275862	0.052994555	0.04646098	0.007259528
53.3	Bülach Nord	Espace des centres urbains	U	0.022026432	0.135154185	0.06784141	0.345374449	0.059559471	0.083876652	0.022026432	0.054273128	0.057621145	0.01814978	0.082643172	0.051453744	0.96459646	0.03540354	0.071107111	0.075307531	0.306030603	0.02550255	0.01230123	0.542454245	0.457545755	0.008230453	0.200274348	0.791495199	0.008230453	0	0.013374486	0.017146776	0.105967078	0.008573388	0.05521262	0.153292181	0.072702332	0.053840878	0.039780521	0.071673525	0.008573388	0.102194787	0.04218107	0.055555556	0.074074074	0.049039781	0.040809328	0.010288066
54	Dietlikon	Espace des centres urbains	U	0.021494371	0.160842228	0.058488083	0.330165229	0.060681386	0.068138617	0.038455915	0.039625676	0.066383974	0.005702588	0.094165814	0.055856119	0.961665397	0.038334603	0.080223407	0.062960142	0.312769739	0.020309723	0.011170348	0.50748921	0.49251079	0.002643172	0.156828194	0.840528634	0.002643172	0	0.019676946	0.014390602	0.047577093	0.00969163	0.065491924	0.186784141	0.051982379	0.028193833	0.041116006	0.127753304	0.02349486	0.123054332	0.037591777	0.041703377	0.044052863	0.045227606	0.044933921	0.019089574
55	Eglisau	Espace sous influence des centres urbains	N	0.019361483	0.097631308	0.04984552	0.311637487	0.082801236	0.092276004	0.033367662	0.031101957	0.069824923	0.016065911	0.121730175	0.074356334	0.975322284	0.024677716	0.088029466	0.107550645	0.230202578	0.022099448	0.005893186	0.557274401	0.442725599	0.032352941	0.212605042	0.755042017	0.032352941	0	0.051680672	0.014705882	0.055882353	0.003361345	0.08697479	0.110504202	0.074789916	0.018067227	0.042016807	0.064285714	0.007142857	0.110084034	0.037815126	0.039495798	0.067226891	0.068907563	0.066806723	0.023109244
56	Embrach	Espace des centres urbains	U	0.025019993	0.151148178	0.056894779	0.368673598	0.057808751	0.078373129	0.021935336	0.026390952	0.034845196	0.018279447	0.110819148	0.049811493	0.960361068	0.039638932	0.070839874	0.063383046	0.267072214	0.035321821	0.016091052	0.585164835	0.414835165	0.012145749	0.178362573	0.809491678	0.012145749	0	0.017993702	0.007872245	0.092217724	0.005173189	0.055105713	0.145299145	0.147548358	0.051731894	0.037336932	0.078272605	0.005398111	0.05105713	0.057804768	0.041160594	0.042959964	0.055330634	0.04925776	0.012820513
58	Glattfelden	Espace sous influence des centres urbains	N	0.022464104	0.127373784	0.059518296	0.368689208	0.057665586	0.089161649	0.009495137	0.041222788	0.04979157	0.011116258	0.109541454	0.053960167	0.963130173	0.036869827	0.066215199	0.080887886	0.184725357	0.031978932	0.008653123	0.524454477	0.475545523	0.013638363	0.248570172	0.737791465	0.013638363	0.006599208	0.014078311	0.01099868	0.088869336	0.033435988	0.094588649	0.159700836	0.08974923	0.023757149	0.021557413	0.063352398	0.010558733	0.063792345	0.05191377	0.05983282	0.042234932	0.065992081	0.043114826	0.009678839
59	Bachenbülach-Winkel	Espace des centres urbains	U	0.010150963	0.104372723	0.06832379	0.350989068	0.078344612	0.084721499	0.038131182	0.035528371	0.056220718	0.020952629	0.102550755	0.049713691	0.974915254	0.025084746	0.062372881	0.075706215	0.306214689	0.02079096	0.022146893	0.574689266	0.425310734	0.01973165	0.165482768	0.814785583	0.01973165	0.002104709	0.014469876	0.012102078	0.095764273	0.001841621	0.03920021	0.161536438	0.09234412	0.028939753	0.03920021	0.102341489	0.014732965	0.101815312	0.059721126	0.059984215	0.053406998	0.062352013	0.018942384	0.008418837
60	Hörifeld	Espace des centres urbains	U	0.016139515	0.175693241	0.057192374	0.378032929	0.044302426	0.072465338	0.021772097	0.016356153	0.033903813	0.007257366	0.121858752	0.055025997	0.949205189	0.050794811	0.052439247	0.073816919	0.236616115	0.033071442	0.008222182	0.516718436	0.483281564	0.015562566	0.231335436	0.753101998	0.015562566	0.003995794	0.015352261	0.011356467	0.079915878	0.006729758	0.113985279	0.188643533	0.058254469	0.040168244	0.031966351	0.07444795	0.014721346	0.090010515	0.047528917	0.039327024	0.047949527	0.041219769	0.050473186	0.007991588
62.1	Kloten Dorf	Espace des centres urbains	U	0.017461252	0.192466157	0.09966647	0.340396312	0.064351579	0.071610751	0.013733569	0.034922503	0.038453993	0.007062978	0.076711791	0.043162645	0.926139818	0.073860182	0.03343465	0.066261398	0.221884498	0.03768997	0.02674772	0.547112462	0.452887538	0	0.139722019	0.860277981	0	0	0.025237747	0.005852231	0.05267008	0.002560351	0.053401609	0.179590344	0.173006584	0.079005121	0.036576445	0.085954645	0.01975128	0.050109729	0.087051939	0.026700805	0.012070227	0.030724214	0.029992685	0.005486467
62.2	Kloten Süd	Espace des centres urbains	U	0.019725945	0.126336395	0.085981027	0.362746574	0.075139286	0.063996386	0.018822466	0.04502334	0.04517392	0.003764493	0.094714651	0.058575516	0.965308804	0.034691196	0.052036794	0.072536137	0.332457293	0.030486202	0.009986859	0.528777924	0.471222076	0.005171889	0.147550958	0.847277152	0.005171889	0	0.02981442	0.013690295	0.05993307	0.003042288	0.041070885	0.172801947	0.128080316	0.093094007	0.048372376	0.063583815	0.00760572	0.076057195	0.057195011	0.046851232	0.021904472	0.038941284	0.051718893	0.006997262
62.3	Kloten Nord	Espace des centres urbains	U	0.018409294	0.159428061	0.063628239	0.358891868	0.077747989	0.063985702	0.031277927	0.042180518	0.045397676	0.002859696	0.091510277	0.044682752	0.964443219	0.035556781	0.060639471	0.035832415	0.212238148	0.028941566	0.012954796	0.525909592	0.474090408	0.010466223	0.147478592	0.842055186	0.010466223	0	0.003171583	0.013003489	0.059625753	0.005708849	0.065968918	0.177925785	0.143038376	0.0729464	0.041547732	0.067237552	0.013320647	0.065968918	0.057088487	0.038058991	0.028227085	0.041547732	0.047256581	0.013003489
64	Nürensdorf	Espace sous influence des centres urbains	N	0.009296391	0.080386438	0.047757929	0.395005468	0.074735691	0.097885527	0.033175355	0.037185563	0.060882246	0.011483777	0.097885527	0.054320087	0.975948196	0.024051804	0.065063213	0.074313907	0.256552575	0.029910577	0.013876041	0.543940796	0.456059204	0.014275766	0.181406685	0.804317549	0.014275766	0	0.028551532	0.008356546	0.057103064	0.008008357	0.079387187	0.182799443	0.072075209	0.029247911	0.043523677	0.119428969	0.016016713	0.070334262	0.03586351	0.048398329	0.043523677	0.070682451	0.039693593	0.008704735
66.1	Opfikon Dorf	Espace des centres urbains	U	0.038211593	0.169742657	0.065505589	0.299974006	0.091759813	0.058487133	0.025474396	0.054587991	0.053808162	0.006758513	0.074083702	0.061606447	0.948979592	0.051020408	0.069210293	0.068766637	0.294143744	0.037710736	0.01552795	0.614463177	0.385536823	0.014076881	0.177043855	0.808879264	0.014076881	0	0.027612344	0	0.066594478	0.008662696	0.074174337	0.160801299	0.104493774	0.046561992	0.05468327	0.09474824	0	0.083378452	0.114239307	0.021656741	0.030319437	0.021656741	0.022198159	0.012994044
66.2	Opfikon Glattbrugg	Espace des centres urbains	U	0.030874786	0.296054889	0.074099485	0.251114923	0.055746141	0.058662093	0.01406518	0.030017153	0.033790738	0.007375643	0.095711835	0.052487136	0.910945131	0.089054869	0.046251077	0.075840276	0.220338983	0.055731112	0.049985636	0.597242172	0.402757828	0	0.208452722	0.791547278	0	0	0.024713467	0.01504298	0.045845272	0.015401146	0.107449857	0.152578797	0.080587393	0.111389685	0.058022923	0.034025788	0.008954155	0.063395415	0.130014327	0.025787966	0.02256447	0.029727794	0.039756447	0.008595989
66.3	Opfikon Glattpark	Espace des centres urbains	U	0.025248509	0.139562624	0.049900596	0.296620278	0.083300199	0.082306163	0.018290258	0.050894632	0.083300199	0.009940358	0.088270378	0.072365805	0.950591716	0.049408284	0.040532544	0.059467456	0.124852071	0.022189349	0.018639053	0.552366864	0.447633136	0.005944056	0.193006993	0.801048951	0.005944056	0	0.032867133	0.011188811	0.092307692	0	0.056643357	0.136713287	0.078671329	0.085314685	0.06048951	0.106643357	0.006293706	0.09965035	0.055944056	0.036713287	0.031468531	0.037062937	0.033916084	0.011188811
67	Rafzerfeld	Espace sous influence des centres urbains	N	0.017892088	0.122029634	0.048224769	0.379927313	0.06122449	0.083170254	0.028375734	0.039837853	0.043472183	0.011881465	0.115599665	0.048364551	0.985517741	0.014482259	0.064928796	0.090996862	0.25923244	0.011585807	0.01955105	0.537533189	0.462466811	0.047362756	0.209095802	0.743541442	0.047362756	0.002152853	0.027717976	0.012648009	0.058396125	0.006189451	0.101991389	0.153390743	0.047093649	0.042518837	0.033638321	0.093649085	0.006458558	0.077233584	0.038213132	0.066200215	0.040365985	0.060279871	0.047631862	0.00861141
69.1	Wallisellen Dorf-Berg	Espace des centres urbains	U	0.007817889	0.126235916	0.065762244	0.323982525	0.067141872	0.085536905	0.044837894	0.040469073	0.07610945	0.01655553	0.091745229	0.053805473	0.960338853	0.039661147	0.068155564	0.045437043	0.2922603	0.02464382	0.01270697	0.545244513	0.454755487	0.015611062	0.190454951	0.793933988	0.015611062	0	0.04103479	0.006690455	0.076271186	0.010258698	0.056199822	0.158786798	0.063782337	0.032114184	0.064228368	0.13559322	0.022301517	0.139161463	0.04103479	0.039696699	0.017841213	0.033452275	0.021855486	0.010258698
69.2	Wallisellen Rieden	Espace des centres urbains	U	0.007430998	0.108280255	0.073460722	0.357749469	0.073460722	0.087898089	0.033121019	0.025053079	0.077070064	0.024840764	0.082590234	0.049044586	0.939597315	0.060402685	0.080536913	0.041759881	0.376211782	0.012304251	0.019388516	0.535794183	0.464205817	0.003618272	0.166440525	0.829941203	0.003618272	0	0.019448213	0.014020805	0.068294889	0.011759385	0.052917232	0.180913614	0.051108096	0.054274084	0.040253279	0.096788783	0.036182723	0.10312076	0.027137042	0.035730439	0.047942108	0.089099955	0.045228403	0.004070556
69.3	Wallisellen Hof-Neugut	Espace des centres urbains	U	0.034367142	0.146269908	0.065800503	0.262992456	0.080259849	0.093461861	0.025984912	0.059094719	0.084870075	0.019069573	0.081098072	0.04673093	0.950590429	0.049409571	0.02454941	0.053138595	0.179303915	0.032007458	0.015537601	0.545680547	0.454319453	0.0136312	0.151079137	0.835289663	0.0136312	0	0.027262401	0.006058311	0.060583112	0.003029156	0.054146157	0.154486937	0.067398713	0.041272245	0.067777357	0.132146914	0.018932223	0.102612647	0.081787202	0.033320712	0.018553578	0.044301401	0.037864445	0.009844756
83	Buchs ZH	Espace sous influence des centres urbains	N	0.017244383	0.14439993	0.057655461	0.359170876	0.045462463	0.096150496	0.032224351	0.025953667	0.054171747	0.004354642	0.103117924	0.06009406	0.957652104	0.042347896	0.044760118	0.068614313	0.159474672	0.015813455	0.013669258	0.592870544	0.407129456	0.019325153	0.18803681	0.792638037	0.019325153	0	0.020552147	0.015337423	0.060736196	0.021779141	0.069631902	0.211349693	0.068711656	0.033435583	0.052760736	0.098773006	0.020245399	0.087116564	0.050920245	0.026380368	0.033128834	0.034662577	0.045092025	0.002147239
84	Furttal-Süd	Espace sous influence des centres urbains	N	0.018343014	0.175787221	0.048608988	0.368694589	0.040201773	0.072760624	0.029195965	0.036380312	0.033781718	0.007337206	0.101498013	0.067410578	0.964535465	0.035464535	0.046953047	0.07967033	0.206043956	0.024725275	0.011738262	0.537212787	0.462787213	0.021489971	0.259312321	0.719197708	0.021489971	0	0.066475645	0.006876791	0.09025788	0.012893983	0.082808023	0.173925501	0.06504298	0.048137536	0.050143266	0.07965616	0.018051576	0.07965616	0.042120344	0.042979943	0.063037249	0.024928367	0.011747851	0.008882521
86	Dielsdorf	Espace sous influence des centres urbains	N	0.013501818	0.133979574	0.065431885	0.360221568	0.072009694	0.074606197	0.019214125	0.032889043	0.032715943	0.006750909	0.126882465	0.06179678	0.97299602	0.02700398	0.031267766	0.055997726	0.226264923	0.024161455	0.012222854	0.557987493	0.442012507	0.00260078	0.261053316	0.736345904	0.00260078	0.00260078	0.052990897	0.020156047	0.108257477	0.013328999	0.063719116	0.176202861	0.042262679	0.047139142	0.062743823	0.05396619	0.010403121	0.061443433	0.041287386	0.038686606	0.045188557	0.057542263	0.068595579	0.006176853
88	Neerach-Stadlerberg	Espace sous influence des centres urbains	N	0.009299535	0.096895155	0.057447128	0.365381731	0.065546723	0.119994	0.033148343	0.031048448	0.076496175	0.017699115	0.085495725	0.041547923	0.958234457	0.041765543	0.056478405	0.055766493	0.230422402	0.019458946	0.023730422	0.547698149	0.452301851	0.046218487	0.164705882	0.78907563	0.046218487	0	0.017086835	0.013445378	0.050420168	0.013165266	0.070588235	0.163305322	0.066946779	0.036414566	0.043417367	0.096918768	0.008963585	0.087394958	0.037535014	0.063585434	0.068347339	0.049019608	0.037815126	0.006722689
90	Niederhasli	Espace des centres urbains	U	0.013243409	0.158062538	0.063519313	0.386633967	0.05812385	0.093930104	0.022194972	0.017903127	0.024647456	0.00649908	0.111342735	0.043899448	0.971422821	0.028577179	0.05514188	0.074461662	0.241296035	0.017106058	0.009056148	0.526866573	0.473133427	0.014282423	0.188205483	0.797512094	0.014282423	0.003685787	0.021884358	0.011978807	0.068647777	0.001842893	0.08016586	0.211932734	0.086615987	0.036627505	0.054365354	0.093526837	0.018889657	0.071412117	0.052292099	0.038240037	0.030177378	0.036166782	0.046072334	0.008523382
91	Niederwehntal	Espace sous influence des centres urbains	N	0.00581154	0.117683686	0.03819012	0.365089249	0.057907846	0.102324616	0.04815276	0.038812785	0.041718555	0.01120797	0.127646326	0.045454545	0.97301855	0.02698145	0.09005059	0.073187184	0.151770658	0.03237774	0.011467116	0.557504216	0.442495784	0.04515631	0.203010421	0.751833269	0.04515631	0	0.018139714	0.015052103	0.102277113	0.009648784	0.057892706	0.170976457	0.051331532	0.023157082	0.034735623	0.082593593	0.003087611	0.095329988	0.053261289	0.061366268	0.042840602	0.052489386	0.052875338	0.009262833
92	Oberglatt	Espace des centres urbains	U	0.020800993	0.187674635	0.079323192	0.348183794	0.052468178	0.059453586	0.017075442	0.023284694	0.028096864	0.00357032	0.129152437	0.050915865	0.946871897	0.053128103	0.040466733	0.071996028	0.16285998	0.033515392	0.017874876	0.5	0.5	0.009489917	0.204329775	0.786180308	0.009489917	0	0.021945433	0.020759193	0.06168446	0.004744958	0.09519573	0.172301305	0.081553974	0.06198102	0.037959668	0.088374852	0.007117438	0.081553974	0.075029656	0.045670225	0.033511269	0.03113879	0.028766311	0.024317912
94	Hohwacht-Regensberg	Espace sous influence des centres urbains	N	0.005977011	0.094482759	0.035402299	0.285057471	0.073103448	0.131264368	0.03954023	0.031724138	0.072643678	0.030804598	0.137241379	0.062758621	0.990381058	0.009618942	0.038475768	0.069552349	0.180540141	0.002959674	0.006289308	0.560858306	0.439141694	0.054900366	0.230988207	0.714111427	0.054900366	0.003253355	0.037006913	0.00650671	0.092720618	0.013420089	0.078080521	0.16307442	0.04554697	0.030906873	0.03904026	0.076453843	0.017080114	0.096380643	0.022366816	0.033753558	0.051647011	0.05205368	0.040260268	0.016673444
96.1	Regensdorf Dorf	Espace des centres urbains	U	0.034058268	0.180139516	0.071194091	0.333606894	0.052523595	0.066680345	0.038161674	0.023799754	0.050677062	0.011694707	0.086376693	0.051087403	0.95901342	0.04098658	0.048966268	0.087776569	0.334421473	0.056945956	0.015596663	0.519767864	0.480232136	0	0.246284501	0.753715499	0	0	0.039915074	0.014861996	0.080679406	0.020382166	0.09044586	0.2	0.058174098	0.075583864	0.057324841	0.082802548	0.011464968	0.06029724	0.053927813	0.022929936	0.019957537	0.050530786	0.03566879	0.003821656
96.2	Regensdorf Watt	Espace des centres urbains	U	0.017021954	0.142220808	0.062360802	0.361438116	0.064269806	0.098472797	0.02290805	0.016226535	0.047406936	0.011772192	0.108972319	0.046929685	0.956716812	0.043283188	0.04354711	0.048033782	0.26972816	0.033782001	0.019530219	0.57587754	0.42412246	0.022727273	0.212121212	0.765151515	0.022727273	0	0.026515152	0.005997475	0.065656566	0.015151515	0.098800505	0.184659091	0.07165404	0.039457071	0.050505051	0.077651515	0.011994949	0.067550505	0.052083333	0.053661616	0.048926768	0.035353535	0.026515152	0.014204545
96.3	Regensdorf Adlikon	Espace des centres urbains	U	0.01278626	0.151717557	0.065839695	0.381679389	0.051526718	0.067748092	0.022709924	0.025572519	0.041603053	0.010877863	0.111259542	0.056679389	0.944497304	0.055502696	0.054868379	0.086584206	0.225499524	0.030130035	0.010783381	0.51094196	0.48905804	0.011962617	0.18728972	0.800747664	0.011962617	0	0.019439252	0.009345794	0.078504673	0.008971963	0.071028037	0.262429907	0.045981308	0.02317757	0.082616822	0.083738318	0.018691589	0.07364486	0.049719626	0.032897196	0.049345794	0.03364486	0.020186916	0.005981308
97	Rümlang	Espace sous influence des centres urbains	N	0.02448037	0.16274057	0.073903002	0.367359507	0.059584296	0.075750577	0.022324865	0.031716705	0.029407236	0.0073903	0.084680523	0.060662048	0.968147958	0.031852042	0.04520935	0.065502183	0.265861803	0.041099409	0.023118418	0.522733111	0.477266889	0.014392804	0.227286357	0.75832084	0.014392804	0.002698651	0.022788606	0.010494753	0.096551724	0.005097451	0.089655172	0.145427286	0.067766117	0.063268366	0.021289355	0.098650675	0.016791604	0.072263868	0.061469265	0.033583208	0.04197901	0.063868066	0.043178411	0.002098951
101	Oberwehntal	Espace sous influence des centres urbains	N	0.011583012	0.120826709	0.070860777	0.359073359	0.069725187	0.093345446	0.025210084	0.031115149	0.044060868	0.012264365	0.113558937	0.048376107	0.952575028	0.047424972	0.057428677	0.062986291	0.222675065	0.026306039	0.006298629	0.54390515	0.45609485	0.054859611	0.206047516	0.739092873	0.054859611	0.003455724	0.030237581	0.010799136	0.101079914	0.003023758	0.057451404	0.169762419	0.060043197	0.054859611	0.053563715	0.086393089	0	0.076457883	0.04924406	0.044060475	0.050539957	0.034557235	0.02462203	0.003455724
