Z05_RES	NAME	typologie_ofs	typologie_binaire	PFNONE	PFOBL	PFGEN	PFPROF	PFMAT	PFPRSF	PFPRSS	PFBAC	PFMAS	PFPHD	PFS	PFPRES	ADO	ADUNE	NADFM	NADHO	NADRET	NADINV	NADOTH	ADM	ADF	AD3PRIM	AD3SEC	AD3TERT	ADD1AGR	ADD2EXT	ADD2BAS	ADD2HEA	ADD2LIT	ADD2IS	ADD2CST	ADD3TRD	ADD3TRS	ADD3ACC	ADD3IT	ADD3FIN	ADD3RE	ADD3PRO	ADD3SUP	ADD3ADM	ADD3EDU	ADD3HC	ADD3SOC	ADD3REC
2426	Thal	Espace hors influence des centres urbains	N	0.024939838	0.179173047	0.087070663	0.403850361	0.043972872	0.087508204	0.013563772	0.009188361	0.017720411	0.001531394	0.094071319	0.037409757	0.974158183	0.025841817	0.07165231	0.085747847	0.379013312	0.02192639	0.006656226	0.601018011	0.398981989	0.067519859	0.356575463	0.575904678	0.067519859	0	0.093115622	0.031774051	0.123565755	0.00353045	0.104589585	0.129744042	0.10282436	0.033980583	0.01059135	0.025595763	0.00353045	0.027360989	0.024271845	0.048543689	0.051191527	0.045013239	0.049426302	0.007502207
2428	Passwang	Espace hors influence des centres urbains	N	0.018404908	0.18388327	0.067153043	0.418836014	0.037638866	0.071132482	0.019233958	0.006798209	0.009451169	0.00381363	0.114740507	0.048913945	0.976599064	0.023400936	0.065210608	0.141029641	0.343837754	0.019656786	0.025585023	0.541965679	0.458034321	0.062655749	0.311854753	0.625489498	0.062655749	0.002847989	0.02990388	0.027767889	0.116411534	0.008543966	0.126379494	0.18511926	0.069063724	0.049483802	0.013883944	0.049839801	0.00249199	0.065503738	0.017087932	0.035243859	0.026699893	0.049483802	0.033107868	0.008543966
2457	Aeusserbucheggberg	Espace sous influence des centres urbains	N	0.005723781	0.097488922	0.079579025	0.383308715	0.037481536	0.129985229	0.025849335	0.021233383	0.036742984	0.001292467	0.11225997	0.069054653	0.976972674	0.023027326	0.045747621	0.072152287	0.223825606	0.021799202	0.002149217	0.554190973	0.445809027	0.056352459	0.266051913	0.677595628	0.056352459	0	0.039959016	0.016051913	0.118510929	0.010587432	0.080942623	0.130122951	0.051229508	0.042008197	0.037568306	0.05942623	0.005122951	0.072745902	0.029371585	0.06113388	0.033128415	0.049521858	0.068647541	0.005122951
2473	Dornach	Espace des centres urbains	U	0.011742602	0.113668389	0.066854548	0.286989197	0.094410521	0.080945671	0.042429936	0.033035854	0.080162831	0.030530766	0.109127916	0.050101769	0.938845554	0.061154446	0.119188768	0.100780031	0.399063963	0.028081123	0.033697348	0.496411856	0.503588144	0.013117284	0.165509259	0.821373457	0.013117284	0	0.016203704	0.03433642	0.048225309	0.006944444	0.059799383	0.100308642	0.061728395	0.033179012	0.036265432	0.059027778	0.011574074	0.070601852	0.030864198	0.05941358	0.077932099	0.097222222	0.106095679	0.043595679
2476	Hofstetten-Flüh	Espace sous influence des centres urbains	N	0.011719404	0.114347899	0.0575925	0.335509794	0.05876444	0.085886489	0.038004353	0.035995312	0.05809476	0.032981751	0.126736983	0.044366315	0.968427444	0.031572556	0.095931998	0.083485124	0.299332119	0.017000607	0.010018215	0.575895568	0.424104432	0.005084746	0.2	0.794915254	0.005084746	0	0.040677966	0.045762712	0.045762712	0.007457627	0.060338983	0.181355932	0.037966102	0.017627119	0.017966102	0.050847458	0.016271186	0.125423729	0.029152542	0.033898305	0.098983051	0.073220339	0.044067797	0.033559322
2480	Rechtenberg	Espace sous influence des centres urbains	N	0.014980613	0.140817765	0.077017977	0.330983433	0.072788157	0.086711315	0.034014804	0.018329221	0.043708142	0.019034191	0.110327811	0.05128657	0.978930818	0.021069182	0.097169811	0.079874214	0.300628931	0.012578616	0.018238994	0.572955975	0.427044025	0.02732644	0.263293944	0.709379616	0.02732644	0.00295421	0.020310192	0.048744461	0.10155096	0.005908419	0.083825702	0.107828656	0.0683161	0.014032496	0.033973412	0.062407681	0.005908419	0.076070901	0.025849335	0.055391433	0.07717873	0.0605613	0.086779911	0.012186115
2493	Lostorf-Winznau	Espace sous influence des centres urbains	N	0.014052741	0.130117974	0.068528799	0.394344205	0.058639833	0.084316447	0.029146426	0.022553782	0.029666898	0.018736988	0.104094379	0.045801527	0.960346964	0.039653036	0.095724907	0.070012392	0.335192069	0.022304833	0.007434944	0.529739777	0.470260223	0.015417712	0.243097885	0.741484403	0.015417712	0	0.028325565	0.028325565	0.090354966	0.019361778	0.076730011	0.126568663	0.087845106	0.030835425	0.037647902	0.063463607	0.008605235	0.118321979	0.014342058	0.055934027	0.049838652	0.070993188	0.045177483	0.014342058
2495	Gösgen	Espace des centres urbains	U	0.028046915	0.176610573	0.08873024	0.421043685	0.032976373	0.072582016	0.017848037	0.005439402	0.013768485	0.001529832	0.099949006	0.041475438	0.945725124	0.054274876	0.052524074	0.089874526	0.293843011	0.049314269	0.014881821	0.516194923	0.483805077	0.014349163	0.327639221	0.658011616	0.014349163	0	0.084728391	0.038606081	0.09634438	0.031773147	0.076187222	0.117184831	0.073795695	0.047488896	0.038947728	0.041680902	0.007516228	0.070720875	0.053296891	0.024256918	0.045097369	0.043730782	0.060813119	0.006149641
2500	Trimbach-Hauenstein	Espace des centres urbains	U	0.025916945	0.205668384	0.078811761	0.368444983	0.057290088	0.047438618	0.018490452	0.020309185	0.02667475	0.001212489	0.102152167	0.047590179	0.952937821	0.047062179	0.087564176	0.084426697	0.371078152	0.063605248	0.020536224	0.529663434	0.470336566	0.012837838	0.253040541	0.734121622	0.012837838	0	0.043918919	0.02027027	0.090540541	0.016891892	0.081418919	0.142567568	0.085135135	0.063851351	0.031756757	0.051013514	0.013175676	0.051689189	0.045608108	0.038175676	0.029054054	0.062162162	0.075675676	0.014189189
2503	Erlinsbach	Espace des centres urbains	U	0.022911598	0.113138686	0.068734793	0.397201946	0.082116788	0.110300081	0.01865369	0.020884023	0.029805353	0.007502028	0.080291971	0.048459043	0.97470489	0.02529511	0.055311973	0.047554806	0.322765599	0.019224283	0.009443508	0.554806071	0.445193929	0.045744282	0.245594301	0.708661417	0.045744282	0	0.042744657	0.028871391	0.071616048	0.019872516	0.082489689	0.157105362	0.067866517	0.06824147	0.019497563	0.071616048	0.002999625	0.04911886	0.031496063	0.048743907	0.045744282	0.059617548	0.052493438	0.007499063
2513	Biberist	Espace des centres urbains	U	0.023645576	0.173704041	0.075483955	0.368845005	0.044952579	0.087696505	0.023775497	0.022346369	0.025594387	0.009354294	0.098090165	0.046511628	0.955570591	0.044429409	0.071267479	0.040144339	0.344158773	0.037437979	0.01105097	0.533829499	0.466170501	0.008681926	0.289660616	0.701657459	0.008681926	0	0.045514338	0.030255196	0.126808735	0.014732965	0.072349382	0.149697448	0.065509077	0.016837674	0.031833728	0.051565378	0.014732965	0.056827151	0.033149171	0.052354644	0.046566693	0.075506446	0.061562747	0.002104709
2517	Derendingen	Espace des centres urbains	U	0.020031629	0.173783166	0.062203479	0.390441047	0.052011949	0.092602355	0.014760148	0.015287296	0.025127394	0.003865753	0.110173959	0.039711826	0.953947368	0.046052632	0.05952381	0.087406015	0.336466165	0.033834586	0.012844612	0.549498747	0.450501253	0.015123571	0.348210992	0.636665437	0.015123571	0	0.050534858	0.043895242	0.195130948	0.006270749	0.052379196	0.186646994	0.032829214	0.023976392	0.023976392	0.046846182	0.002582073	0.043157506	0.04869052	0.032460347	0.039468831	0.07008484	0.051641461	0.002950941
2519	Gerlafingen-Recherswil	Espace sous influence des centres urbains	N	0.024051804	0.184088807	0.059733051	0.384168098	0.045857011	0.0811418	0.015329721	0.011893749	0.02576979	0.003039514	0.103872076	0.061054579	0.964796996	0.035203004	0.049753579	0.101854025	0.32433701	0.034498944	0.009387468	0.585308613	0.414691387	0.015384615	0.320159151	0.664456233	0.015384615	0	0.046153846	0.039257294	0.14535809	0.006896552	0.082493369	0.14535809	0.044562334	0.036074271	0.038196286	0.05729443	0.010875332	0.056233422	0.036604775	0.072944297	0.021220159	0.05331565	0.055702918	0.006100796
2526	Innerbucheggberg	Espace sous influence des centres urbains	N	0.007945516	0.076239122	0.045024593	0.38497919	0.075860764	0.113507378	0.027620129	0.034052213	0.061861521	0.017593644	0.105372683	0.049943246	0.987464745	0.012535255	0.052648073	0.066750235	0.247571294	0.017235976	0.015355688	0.56345973	0.43654027	0.033310201	0.298403886	0.668285913	0.033310201	0	0.048924358	0.027064539	0.121790423	0.016655101	0.083969466	0.106523248	0.019430951	0.026023595	0.046148508	0.051700208	0.00832755	0.05759889	0.026023595	0.091950035	0.057251908	0.076335878	0.048230396	0.019430951
2527	Luterbach-Deitingen	Espace des centres urbains	U	0.01085359	0.131486716	0.077444884	0.411758055	0.049745619	0.087054833	0.021254946	0.019219898	0.026342566	0.003391747	0.108422838	0.053024308	0.971273292	0.028726708	0.059976708	0.088703416	0.263781056	0.025427019	0.01552795	0.526009317	0.473990683	0.015879737	0.318441668	0.665678594	0.015879737	0.003175947	0.044251535	0.033453314	0.150963371	0.008257463	0.078340038	0.135295363	0.053779378	0.024560661	0.035782342	0.033453314	0.011645141	0.062248571	0.030912556	0.071564683	0.0383231	0.081092526	0.0503917	0.003599407
2529	Kriegstetten-Aeschi	Espace sous influence des centres urbains	N	0.005684303	0.118204343	0.057571783	0.408978283	0.062964582	0.11135403	0.027692756	0.021716951	0.027838508	0.008745081	0.097944906	0.051304475	0.979038224	0.020961776	0.077928483	0.070036991	0.2675709	0.015043157	0.013563502	0.562268804	0.437731196	0.023420479	0.31372549	0.662854031	0.023420479	0	0.047657952	0.033224401	0.154411765	0.012799564	0.065631808	0.13208061	0.04248366	0.019880174	0.031045752	0.050653595	0.004084967	0.068627451	0.024509804	0.081427015	0.053921569	0.06372549	0.058551198	0.008442266
2534	Zuchwil	Espace des centres urbains	U	0.031707612	0.211061358	0.070555488	0.343700835	0.063778289	0.060873775	0.019363427	0.020210577	0.025293477	0.006414135	0.091855258	0.055185768	0.930305055	0.069694945	0.062346916	0.094856379	0.346693387	0.063905589	0.021376086	0.537742151	0.462257849	0.003944255	0.378648435	0.61740731	0.003944255	0	0.046279253	0.05206416	0.212463844	0.006047857	0.061793321	0.112542729	0.038916645	0.072048383	0.034183539	0.041283197	0.004996056	0.032342887	0.040231396	0.046805154	0.037338943	0.050749408	0.073363134	0.006573758
2542	Bellach	Espace des centres urbains	U	0.027766092	0.167437947	0.099495162	0.35633151	0.051535549	0.08708456	0.024821203	0.02061422	0.027766092	0.008203618	0.096970972	0.031973075	0.973684211	0.026315789	0.074752098	0.082379863	0.360411899	0.050724638	0.016781083	0.575133486	0.424866514	0.026162791	0.382059801	0.591777409	0.026162791	0	0.032807309	0.033222591	0.224252492	0.013704319	0.07807309	0.137873754	0.03820598	0.04692691	0.026993355	0.056063123	0.003737542	0.063953488	0.017026578	0.045681063	0.048172757	0.03654485	0.04692691	0
2543	Bettlach-Selzach	Espace des centres urbains	U	0.015428289	0.164280425	0.080473957	0.361515675	0.055294989	0.096395952	0.024932116	0.022216737	0.034435942	0.00567761	0.100715873	0.038632436	0.940656566	0.059343434	0.068602694	0.063341751	0.31797138	0.01746633	0.01010101	0.550084175	0.449915825	0.025353486	0.384934178	0.589712335	0.025353486	0.001950268	0.040468064	0.029985373	0.230862994	0.011457825	0.070209654	0.123110678	0.053144807	0.02145295	0.023647001	0.055582643	0.007557289	0.048756704	0.020477816	0.056557777	0.03534861	0.054851292	0.056313993	0.005607021
2546.1	Grenchen Süd-Stadt	Espace des centres urbains	U	0.040357076	0.224474614	0.080342198	0.357634369	0.052817556	0.055235261	0.013204389	0.018411754	0.023433141	0.00204575	0.09131486	0.040729031	0.948158742	0.051841258	0.063639614	0.079370754	0.481587415	0.062567036	0.011798355	0.517340007	0.482659993	0.029387417	0.422599338	0.548013245	0.029387417	0	0.045115894	0.014072848	0.321192053	0	0.042218543	0.150248344	0.036009934	0.033112583	0.028559603	0.015728477	0.003311258	0.052566225	0.024834437	0.038493377	0.032284768	0.051738411	0.05339404	0.003311258
2546.2	Grenchen Bachtelen-Schmelzi	Espace des centres urbains	U	0.034070532	0.178322375	0.080892608	0.355847778	0.059972106	0.079298665	0.015740187	0.01175533	0.034668261	0.008168958	0.101613867	0.039649333	0.9257746	0.0742254	0.062648962	0.053796391	0.330268982	0.03030303	0.014981273	0.560435819	0.439564181	0.016393443	0.426619828	0.556986729	0.016393443	0	0.034348165	0.053083528	0.245901639	0.019125683	0.074160812	0.129195941	0.030054645	0.030444965	0.009367681	0.040593286	0.008977361	0.048009368	0.044106167	0.037861046	0.036690086	0.047619048	0.066744731	0.00312256
2546.3	Grenchen Studen	Espace des centres urbains	U	0.029186504	0.198302629	0.078865659	0.39060236	0.06002898	0.054647071	0.02235562	0.016766715	0.026288553	0.008900849	0.072448768	0.041606293	0.951820522	0.048179478	0.066936374	0.063994115	0.407134976	0.031997058	0.027215888	0.537329901	0.462670099	0.017047817	0.435343035	0.547609148	0.017047817	0	0.046569647	0.032432432	0.273596674	0.012889813	0.06985447	0.158004158	0.024948025	0.041164241	0.013721414	0.041995842	0.006237006	0.063201663	0.021621622	0.041164241	0.021205821	0.049480249	0.023284823	0.003742204
2550	Langendorf-Weissenstein	Espace des centres urbains	U	0.011847999	0.134807109	0.046525069	0.357318307	0.061118336	0.093194625	0.029908973	0.035688484	0.055483312	0.01502673	0.110822136	0.048258922	0.970895113	0.029104887	0.101043383	0.068918177	0.400054915	0.028830313	0.00686436	0.531301483	0.468698517	0.018142681	0.258302583	0.723554736	0.018142681	0	0.029520295	0.022447724	0.160516605	0.014760148	0.031057811	0.137146371	0.021217712	0.043665437	0.051660517	0.062423124	0	0.068573186	0.018450185	0.068880689	0.07595326	0.064268143	0.059655597	0.010147601
2554	Riedholz-Balmberg	Espace sous influence des centres urbains	N	0.014342425	0.113843002	0.054168267	0.358560635	0.071968242	0.096043027	0.036624408	0.030477654	0.057497759	0.023690613	0.095786913	0.046997055	0.980516637	0.019483363	0.084938704	0.057136602	0.307793345	0.017075306	0.005472855	0.544001751	0.455998249	0.014267835	0.305882353	0.679849812	0.014267835	0.002252816	0.043804756	0.022027534	0.138423029	0.012765957	0.08660826	0.128911139	0.044305382	0.034793492	0.027534418	0.057822278	0.003754693	0.082102628	0.038047559	0.054818523	0.061827284	0.066833542	0.045306633	0.013266583
2572	Däniken-Gretzenbach	Espace des centres urbains	U	0.026781203	0.146538656	0.079838302	0.387401044	0.058783898	0.091460334	0.017348829	0.020885969	0.026612767	0.002694964	0.105608893	0.036045141	0.973661609	0.026338391	0.062410535	0.066991125	0.277411967	0.03006012	0.031491555	0.513312339	0.486687661	0.01843467	0.318564036	0.663001294	0.01843467	0	0.047542044	0.021668823	0.126455369	0.034605433	0.088292367	0.158796895	0.054980595	0.049805951	0.014553687	0.043337646	0.014877102	0.081500647	0.021668823	0.038163001	0.058538163	0.052069858	0.0423674	0.003557568
2573	Dulliken-Starrkirch	Espace des centres urbains	U	0.03503535	0.189473684	0.067242734	0.372034564	0.041633936	0.062529458	0.029536528	0.016967793	0.019010212	0.01555381	0.102120974	0.048860958	0.940658717	0.059341283	0.059625213	0.097671777	0.343838728	0.032084043	0.016751846	0.544009086	0.455990914	0.002289078	0.263570961	0.734139961	0.002289078	0	0.048070634	0.036625245	0.087965991	0.025833878	0.065075213	0.150425114	0.088293002	0.075212557	0.026160889	0.056899935	0.011445389	0.050359712	0.039895356	0.036952256	0.054283846	0.054937868	0.06442119	0.005232178
2579	Hägendorf	Espace des centres urbains	U	0.01252824	0.145615116	0.06284658	0.388991579	0.038406244	0.085643869	0.0334771	0.019100431	0.042308482	0.00842062	0.117272541	0.045389197	0.972032742	0.027967258	0.069918145	0.060027285	0.234993179	0.016371078	0.017735334	0.479195089	0.520804911	0.009861933	0.278106509	0.712031558	0.009861933	0	0.055621302	0.052465483	0.09112426	0.012228797	0.066666667	0.203944773	0.085996055	0.037869822	0.025641026	0.044970414	0.009861933	0.071005917	0.040236686	0.037869822	0.029585799	0.065088757	0.037869822	0.003155819
2580	Kappel-Gunzgen	Espace sous influence des centres urbains	N	0.023752969	0.157865887	0.057372556	0.410743651	0.048784944	0.089347707	0.010414763	0.012241915	0.028320848	0.005298739	0.094646446	0.061209574	0.95894516	0.04105484	0.069823194	0.054240336	0.221156728	0.033862751	0.015582859	0.551393467	0.448606533	0.002761477	0.277873662	0.71936486	0.002761477	0.005522955	0.054539178	0.035208837	0.103210217	0.014152572	0.065239903	0.173627891	0.120469451	0.04211253	0.029340697	0.041767346	0.008284432	0.057300656	0.030031067	0.065239903	0.030721436	0.048325854	0.051087332	0
2581.1	Olten Altstadt-West	Espace des centres urbains	U	0.023951247	0.141014739	0.056405896	0.303571429	0.066609977	0.08319161	0.036422902	0.059098639	0.073837868	0.033588435	0.073837868	0.048469388	0.966624843	0.033375157	0.077038896	0.051693852	0.37314931	0.047678795	0.008030113	0.555583438	0.444416562	0.009488212	0.206440483	0.784071305	0.009488212	0.002012651	0.036515239	0.031627372	0.061242093	0.012075906	0.062967223	0.1213341	0.048591144	0.029902243	0.065267395	0.063829787	0.011500863	0.129959747	0.034502588	0.041403105	0.046578493	0.082518689	0.055491662	0.024726855
2581.2	Olten Bahnhof SBB	Espace des centres urbains	U	0.024441195	0.212450386	0.061207437	0.288071861	0.06037184	0.064758722	0.022770002	0.057656152	0.080008356	0.018174222	0.079590558	0.030499269	0.907612457	0.092387543	0.083391003	0.051557093	0.289965398	0.046712803	0.030449827	0.543598616	0.456401384	0.013321874	0.235496347	0.751181779	0.013321874	0	0.071336485	0.015040825	0.063171465	0.01203266	0.073914912	0.106145251	0.073914912	0.034808767	0.04813064	0.069187795	0.019767942	0.085088096	0.058444349	0.013751612	0.097980232	0.057155135	0.048560378	0.006875806
2581.3	Olten Wilerfeld	Espace des centres urbains	U	0.020206186	0.190309278	0.050103093	0.315257732	0.057319588	0.06	0.024536082	0.039793814	0.093195876	0.015051546	0.084948454	0.049278351	0.936933798	0.063066202	0.054703833	0.07804878	0.295818815	0.041463415	0.031010453	0.583275261	0.416724739	0	0.220612583	0.779387417	0	0	0.04884106	0.02442053	0.062913907	0.017384106	0.06705298	0.117135762	0.083609272	0.013245033	0.08236755	0.070364238	0.016142384	0.069536424	0.058360927	0.058360927	0.044701987	0.055877483	0.057119205	0.027731788
2583	Schönenberg-Wöschnau	Espace des centres urbains	U	0.030012505	0.205293872	0.076907045	0.36911213	0.053355565	0.05898291	0.017507295	0.020216757	0.022092539	0.012922051	0.081492288	0.052105044	0.94188862	0.05811138	0.040470425	0.089242477	0.282947077	0.029747492	0.023175372	0.475959875	0.524040125	0.013720743	0.297820823	0.688458434	0.013720743	0	0.040355125	0.064971751	0.101291364	0.00968523	0.081517353	0.181598063	0.035916061	0.018159806	0.01937046	0.057707829	0.002824859	0.044390638	0.065375303	0.043179984	0.050847458	0.06779661	0.055690073	0.012510089
2586	Wangen-Rickenbach	Espace des centres urbains	U	0.018236511	0.144012032	0.065801842	0.393307013	0.067117879	0.087046437	0.029704832	0.0250047	0.032900921	0.005640158	0.085166385	0.04606129	0.957281553	0.042718447	0.07961165	0.06763754	0.307119741	0.039482201	0.013915858	0.530420712	0.469579288	0.003368263	0.222679641	0.773952096	0.003368263	0	0.053143713	0.038922156	0.056137725	0	0.074476048	0.166167665	0.09992515	0.046032934	0.050149701	0.044161677	0.011601796	0.114146707	0.043413174	0.025823353	0.032185629	0.069610778	0.049401198	0.005988024
2601.1	Solothurn Altstadt-Vorstadt	Espace des centres urbains	U	0.01167406	0.09876255	0.068876955	0.317300957	0.057669858	0.107634835	0.027317301	0.060705113	0.126313332	0.03292085	0.047163203	0.043660985	0.97385159	0.02614841	0.040989399	0.034628975	0.275618375	0.020848057	0.008833922	0.510954064	0.489045936	0	0.209606987	0.790393013	0	0	0.043271139	0.027391822	0.102024613	0.017070266	0.019849146	0.115522033	0.045256054	0.050416832	0.070662961	0.04605002	0.007542676	0.091306074	0.038110361	0.090512108	0.073044859	0.071059944	0.055180627	0.019849146
2601.2	Solothurn Brunmatt-Rosegg	Espace des centres urbains	U	0.026127881	0.17559234	0.080817916	0.346640701	0.074001947	0.073190523	0.019636482	0.037812399	0.055501461	0.004057124	0.069457968	0.037163259	0.93712246	0.06287754	0.07907743	0.06534871	0.283635365	0.069467326	0.027457441	0.547501373	0.452498627	0.025825433	0.26740765	0.706766917	0.025825433	0	0.035959464	0.019287349	0.135338346	0.013076169	0.063746322	0.118012422	0.037267081	0.037267081	0.035305655	0.06897679	0.010134031	0.051323962	0.029748284	0.041189931	0.073553449	0.06276561	0.064727035	0.015364498
2601.3	Solothurn Steingruben	Espace des centres urbains	U	0.001621731	0.092033245	0.04277316	0.261301439	0.097912021	0.088789783	0.049260085	0.045003041	0.125684168	0.045813906	0.089195216	0.060612204	0.982807018	0.017192982	0.101052632	0.029824561	0.312631579	0.027017544	0.005614035	0.465964912	0.534035088	0.006314128	0.169297553	0.824388319	0.006314128	0	0.044198895	0.026045777	0.077348066	0.005919495	0.01578532	0.093133386	0.021704815	0.033149171	0.043804262	0.060378848	0.006314128	0.10418311	0.026045777	0.098658248	0.107734807	0.101026046	0.068271507	0.018547751
2613	Breitenbach-Nunningen	Espace sous influence des centres urbains	N	0.021774194	0.204166667	0.079704301	0.328494624	0.054569892	0.078225806	0.018682796	0.018548387	0.025	0.012365591	0.110887097	0.047580645	0.952039555	0.047960445	0.095179234	0.079110012	0.324598269	0.037330037	0.017305315	0.569839308	0.430160692	0.024927536	0.342318841	0.632753623	0.024927536	0	0.033623188	0.081449275	0.113043478	0	0.114202899	0.12057971	0.053333333	0.024927536	0.013913043	0.055942029	0	0.077971014	0.032463768	0.050144928	0.051014493	0.047246377	0.073623188	0.002028986
2619	Aeusserschwarzbubenland	Espace sous influence des centres urbains	N	0.014207149	0.175527039	0.083180568	0.354032997	0.070119157	0.061869844	0.025206233	0.026581118	0.062557287	0.021310724	0.08111824	0.024289643	0.950214592	0.049785408	0.106866953	0.103004292	0.42360515	0.020171674	0.023175966	0.542918455	0.457081545	0.043973099	0.252974651	0.70305225	0.043973099	0	0.004138645	0.07242628	0.077082256	0.003621314	0.095706156	0.0812209	0.068804966	0.033109157	0.004138645	0.063631661	0	0.110191412	0.02690119	0.052250388	0.082772892	0.07242628	0.066735644	0.020175892
2701.01	Basel Altsatdt-Vorstädte	Espace des centres urbains	U	0.017590886	0.07522198	0.051264868	0.202714022	0.107555704	0.079075222	0.028983079	0.08560898	0.181772491	0.099681689	0.04020774	0.030323337	0.953232462	0.046767538	0.069050894	0.035488308	0.385694635	0.033562586	0.014580468	0.537551582	0.462448418	0.005538249	0.138802354	0.855659398	0.005538249	0	0.023191416	0.067843544	0.022152994	0.005884389	0.01973001	0.075804777	0.03219107	0.050882658	0.038421599	0.062997577	0.014537902	0.211145725	0.03876774	0.037383178	0.107995846	0.064382139	0.030460367	0.034960194
2701.031	Basel Am Ring Schützenmatt	Espace des centres urbains	U	0.00748343	0.075475732	0.075048108	0.222792388	0.085738721	0.081462476	0.024160787	0.080607227	0.175539876	0.079538165	0.05837075	0.033782339	0.968726451	0.031273549	0.114167295	0.035418237	0.386209495	0.037678975	0.022984175	0.518839488	0.481160512	0.003700278	0.139222942	0.857076781	0.003700278	0	0.018501388	0.075855689	0.024976873	0	0.019888992	0.084643848	0.055504163	0.055966698	0.041165587	0.075393154	0.019426457	0.155411656	0.061517114	0.048103608	0.074468085	0.041165587	0.054579093	0.036540241
2701.032	Basel Am Ring Pestalozzi	Espace des centres urbains	U	0.014241486	0.104231166	0.042930857	0.179360165	0.073065015	0.084210526	0.030753354	0.061919505	0.184313725	0.105263158	0.069349845	0.050361197	0.950187649	0.049812351	0.081542136	0.016717844	0.309109519	0.044012282	0.014670761	0.5069942	0.4930058	0.002893758	0.133112857	0.863993386	0.002893758	0	0.011575031	0.079785035	0.028524184	0.002893758	0.010334849	0.071517156	0.045473336	0.033071517	0.039685821	0.053327821	0.007027697	0.130632493	0.05002067	0.027697396	0.166597768	0.104175279	0.064076064	0.033898305
2701.041	Basel Breite Rheinweg	Espace des centres urbains	U	0.019169329	0.119914803	0.072630458	0.251331203	0.087752929	0.061341853	0.028966986	0.075825346	0.093929712	0.067944622	0.057294995	0.063897764	0.908423493	0.091576507	0.111282844	0.061051005	0.358578053	0.047140649	0.029366306	0.496522411	0.503477589	0.003768252	0.192180876	0.804050871	0.003768252	0	0.02119642	0.075836081	0.028261894	0	0.066886481	0.133772963	0.040037683	0.014601978	0.032030146	0.032501178	0.015544041	0.126236458	0.041450777	0.044276967	0.065002355	0.087140838	0.109279322	0.018370231
2701.042	Basel Breite Lehenmatt	Espace des centres urbains	U	0.023638232	0.22610483	0.073792395	0.325796506	0.040698869	0.050154162	0.028160329	0.040904419	0.063720452	0.017060637	0.057965057	0.052004111	0.920430999	0.079569001	0.067550767	0.064649814	0.604641525	0.062577704	0.022378782	0.548280149	0.451719851	0	0.213395639	0.786604361	0	0	0.036863967	0.074247144	0.016614746	0.004672897	0.080996885	0.085669782	0.104880582	0.044652129	0.039460021	0.040498442	0.011941848	0.126168224	0.049844237	0.046728972	0.077362409	0.056593977	0.068016615	0.013499481
2701.051	Basel St.Alban Bahnhof	Espace des centres urbains	U	0.0027517	0.097766267	0.078180641	0.218355455	0.08643574	0.083198446	0.038523794	0.061022985	0.135157009	0.089349304	0.076238265	0.033020395	0.951160374	0.048839626	0.110841704	0.060270177	0.673709733	0.036369934	0.037755455	0.518531347	0.481468653	0	0.14620863	0.85379137	0	0	0.012149141	0.10431504	0.007540846	0.006702974	0.015500628	0.135735233	0.0163385	0.030163385	0.038542103	0.068286552	0.021784667	0.16254713	0.055299539	0.048177629	0.079178886	0.11353163	0.03477168	0.010892333
2701.052	Basel St.Alban St.Jakob	Espace des centres urbains	U	0.023534105	0.16194655	0.074990028	0.296769047	0.08296769	0.041483845	0.022337455	0.048264858	0.09313921	0.04208217	0.068607898	0.043877144	0.954632101	0.045367899	0.094548227	0.067861228	0.453678994	0.07891727	0.028974457	0.529165078	0.470834922	0	0.201787394	0.798212606	0	0	0.027751646	0.085606773	0.040451552	0.007055503	0.040921919	0.084195673	0.068673565	0.046095955	0.018814675	0.023988711	0.01505174	0.166509878	0.055032926	0.035277516	0.050329257	0.09971778	0.067732832	0.016462841
2701.061	Basel Gundeldingen-Margarethen	Espace des centres urbains	U	0.033683376	0.163067169	0.06914999	0.218743808	0.080047553	0.069546265	0.028928076	0.056271052	0.116306717	0.040023777	0.076084803	0.048147414	0.936482085	0.063517915	0.082084691	0.028664495	0.246905537	0.072964169	0.028013029	0.48534202	0.51465798	0.009905076	0.161370202	0.828724721	0.009905076	0	0.028064383	0.043334709	0.034667767	0.009492365	0.045810978	0.135782088	0.039207594	0.042096574	0.055303343	0.033429633	0.021048287	0.092034668	0.065621131	0.043747421	0.070986381	0.097812629	0.058605035	0.020222864
2701.062	Basel Gundeldingen-Jurastrasse	Espace des centres urbains	U	0.034212538	0.174120795	0.082186544	0.223623853	0.084097859	0.046636086	0.017010703	0.069189602	0.112003058	0.051414373	0.056001529	0.049503058	0.931337455	0.068662545	0.095346567	0.060527172	0.269768955	0.077448747	0.037748129	0.623820371	0.376179629	0	0.174245473	0.825754527	0	0	0.028169014	0.073239437	0.024547284	0.003219316	0.045070423	0.108651911	0.045472837	0.037022133	0.037424547	0.054325956	0.016901408	0.156539235	0.082092555	0.028571429	0.101006036	0.052313883	0.051911469	0.028571429
