adv_id	lat	lng	nombre_pieces	surface_habitable	loyer_mois
103181365	47.3397039	8.0556091	6	150	3150
103182467	47.1257645	8.7462575	3.5	94	2145
103183404	47.3748447	8.5292512	1	25	1850
103183735	47.104128	6.835572	4	89	1050
103183798	47.120041	9.306993	4.5	95	1651
103183994	47.131327	7.239131	1	38	767
103184313	46.79555	7.13693	4.5	108	2035
103184594	47.5810926	7.5914273	2	50	1110
103185870	47.3975991	8.437051	4.5	121	3170
103185965	47.2494003	8.7710165	4	89	1795
103186058	47.7201073	8.6582113	4.5	85	1385
103187153	47.300613	8.121821	4.5	117	1795
103187447	46.760981	7.629432	4.5	110	1937
103189485	47.5351529	8.7108404	4.5	160	2450
103190120	47.401968	7.544259	4.5	102	1650
103190125	47.421947	8.4998121	3	90	2850
103190247	47.196769	7.394327	3	70	980
103190248	46.6240188	7.0500596	4	97	1765
103190255	47.364851	8.689829	5	94	1852
103190479	47.5587489	7.6006374	4	110	2550
103190894	47.4670789	8.2107764	4.5	87	1835
103190895	47.4670789	8.2107764	3.5	77	1590
103190896	47.4670789	8.2107764	4.5	87	1800
103190963	47.288714	8.607075	4.5	121	3880
103191184	47.560164	7.569471	3	74	1820
103191271	47.0626149	8.281951	4	80	1398
103191788	47.192678	7.397991	1	20	565
103191896	47.433084	9.415728	5.5	123	2375
103192097	47.5001659	7.721367	3.5	75	1355
103192148	46.798736	7.14962	3.5	97	1610
103192240	47.249267	8.706291	3.5	79	1930
103192243	46.8204645	7.1501049	5.5	114	1907
103192667	47.4588405	8.3119277	4	89	1610
103192672	47.328304	8.800768	3.5	105	1842
103192698	47.428886	8.562355	4.5	118	2690
103192724	47.373939	8.677852	5.5	115	2272
103192905	47.135038	7.260297	3	56	970
103192936	47.069383	7.301421	4.5	107	1710
103193005	47.305932	7.889604	4.5	102	1560
103193762	47.509677	7.764227	4.5	115	2352
103194410	46.958407	7.500065	3	64	1470
103196213	47.487648	8.291687	3.5	75	1590
103196568	47.3813203	8.5622012	5.5	171	8720
103197522	47.489425	7.593541	4	79	1670
103197626	47.250655	7.649469	4.5	94	1550
103197820	47.4385887	7.5377293	4.5	97	1800
103197827	47.438978	7.538334	3.5	77	1450
103197828	47.569276	7.568124	3	75	1550
103197833	47.438843	7.538387	4.5	98	1800
103198079	47.105856	6.841659	4	76	1440
103198285	47.532785	7.710799	3	68	1400
103198805	47.568321	8.4168	5.5	120	2450
103199546	47.52676	8.77735	4.5	103	2290
103199562	47.22875	8.39052	3	81	1670
103200712	47.398467	9.3589763	3.5	60	1200
103201298	47.4195941	8.3609419	4.5	112	2040
103201301	47.3895878	8.178237	4.5	80	1387
103201593	47.38236	8.55516	6.5	220	9300
103201784	47.426051	8.49951	4.5	126	2890
103202155	47.4425959	8.2053701	5	142	1950
103202386	47.448057	8.52776	5.5	150	2285
103203102	46.993995	8.305933	3.5	75	2130
103203203	47.4859592	8.907564	3.5	60	1250
103203292	47.5520705	7.9072739	3.5	88	1660
103203505	47.427276	9.385083	1	23	690
103203570	47.520265	7.5553	4.5	91	2515
103204243	47.13568	8.13705	4.5	119	2240
103204244	47.13567	8.13706	5.5	145	2510
103204676	47.360301	8.050539	3.5	75	1315
103205458	47.026877	7.926318	4.5	100	1110
103205627	47.346948	7.921307	5.5	135	1920
103205657	47.524234	7.559674	2	93	2594
103206205	47.3040336	7.9419916	5.5	150	2290
103206544	47.202308	7.545108	4.5	81	1440
103206612	47.473334	9.038167	2	42	1250
103207069	47.318931	8.756141	3.5	75	1943
103207166	46.4761527	6.866691	5.5	175	5400
103207188	47.32965	8.78288	4	70	1650
103207256	46.4856905	6.4542015	4	130	4400
103207305	47.0189461	7.5118789	3.5	75	1590
103208021	47.44755	8.62364	5	100	2294
103208502	47.549571	7.621197	3	61	1500
103208688	47.564743	7.592552	3	73	1710
103208865	47.57147	8.24232	4.5	100	1470
103209265	47.591518	7.652949	3	81	2020
103209487	47.200304	7.388689	2	44	770
103210051	47.5406483	7.5978464	3	68	1630
103210275	47.5123582	9.4249723	4	100	1100
103211024	47.4165751	9.354248	4.5	110	2040
103211030	47.187464	7.3802174	2	50	580
103211117	46.8006453	7.1287021	1	30	790
103211319	46.1776628	9.0150788	3.5	90	1400
103211368	47.417837	9.358046	4	90	1390
103211391	47.4880134	7.5862652	4	90	1940
103212782	47.039858	8.360072	4.5	103	2710
103212836	47.5246051	7.6092841	4.5	121	1966
103212884	47.5289405	8.4648036	4.5	135	2100
103212945	47.703936	8.614508	3	72	1255
103213082	47.2469036	8.6038009	4.5	163	4700
103213334	47.27498	8.62805	5.5	126	3295
103213687	47.134493	8.585087	4.5	102	2630
103213964	47.32412	8.44314	5	140	5500
103214521	47.528793	7.611648	3	50	1475
103214742	46.1908279	6.1373566	1	24	895
103214827	47.377428	8.571128	6.5	198	6950
103215057	47.127023	8.748709	3.5	99	2050
103215104	47.3758679	8.4473435	4.5	91	2295
103215516	47.378919	9.533136	5.5	204	2250
103215676	46.940186	7.485055	4.5	100	1920
103215755	47.3533961	8.560673	4	160	8270
103215902	47.3525762	7.9013403	3	82	1590
103216003	47.205381	7.788182	5.5	123	2395
103216009	47.13586	7.257196	4	79	1498
103216377	47.214932	7.785881	4.5	106	1820
103217248	46.770902	6.629215	3	70	1350
103217406	47.469038	7.591532	3	99	2110
103217640	47.090965	9.34346	4.5	116	1610
103218621	46.7818558	7.6081483	3.5	119	1850
103218652	47.1274981	7.244338	4.5	92	1660
103218743	47.114888	7.233446	4.5	127	2230
103218751	47.073026	7.197757	3.5	95	1700
103218762	46.7818558	7.6081483	2.5	75	1620
103219396	46.5230698	6.6856132	4.5	165	4250
103219405	46.5162918	6.700055	5.5	180	5500
103219411	46.5480558	6.7054621	6.5	170	3700
103219417	46.4548912	6.3290305	4.5	145	5150
103219420	46.5274955	6.4803821	5.5	210	6500
103219433	46.5401327	6.6718039	9.5	260	8000
103219455	46.5178349	6.6071445	4.5	112	3250
103219608	47.2808956	8.453692	4.5	105	2290
103219673	46.169643	8.789802	5	135	1900
103219688	47.424968	9.3785851	3.5	75	1550
103219713	47.20568	7.546435	3	75	1150
103220011	47.1833736	7.5637659	2.5	66	1050
103220441	46.5606113	6.7120082	5	170	3500
103220634	47.4746678	7.5209089	3.5	80	1650
103220867	47.2695187	8.8196132	3.5	102	2250
103220958	47.082398	8.30943	3	70	1255
103221151	47.5557	7.58879	3.5	146	3200
103221159	47.511342	9.425431	4.5	102	1420
103221597	47.525336	8.5419	4.5	91	1690
103222944	45.8402793	8.9797093	3.5	80	1095
103223100	46.6255188	7.0654823	4.5	122	2000
103223952	47.3246225	8.5842383	3.5	137	4555
103223968	47.5075703	8.6797132	4.5	138	2450
103226513	47.5066966	9.4235524	3.5	71	1170
103226967	47.2879663	8.6286527	5.5	260	12500
103227086	47.383125	8.482668	3.5	95	2170
103227357	47.461616	8.660057	3.5	70	1867
103227779	47.3970746	8.6044885	4.5	101	2448
103228104	47.5540089	9.305651	3	60	950
103228587	47.084418	8.269809	3.5	67	1325
103230079	47.0270261	8.3252523	7.5	400	14500
103230180	47.0184	7.23459	4.5	107	1750
103230340	47.1312168	7.6097761	4.5	185	1990
103230457	47.5058373	9.4238257	5.5	125	1810
103230546	47.533603	7.710168	4	76	1650
103230610	47.5148016	7.5589915	4	131	2610
103230684	46.18706	9.016616	4.5	88	1580
103230713	46.927361	7.420789	4.5	111	2585
103230780	47.651645	9.16596	5.5	103	2040
103230893	47.655787	9.167556	3.5	114	2050
103230916	46.8882578	7.2207892	4	92	1480
103231838	47.418537	8.501838	4.5	120	2290
103231905	47.331437	8.787687	4.5	100	2200
103232025	47.187154	7.382702	3	66	1000
103232123	47.384505	9.285526	4.5	97	1440
103232204	47.3131645	8.5903543	4.5	115	3930
103232302	46.783352	7.150314	3.5	80	1531
103232303	46.783352	7.150314	3.5	80	1480
103232372	46.5101281	6.6465218	4.5	115	4164
103233155	47.1433533	7.2427508	4.5	90	1680
103233249	47.678076	8.598376	4.5	98	1500
103233512	47.506927	8.595815	3.5	124	2130
103233526	47.366302	8.779674	6.5	157	3075
103233886	47.40856	8.72371	3.5	87	2190
103233887	47.40856	8.72371	3.5	77	2040
103233888	47.40856	8.72371	3.5	89	2190
103233889	47.40856	8.72371	2.5	76	1870
103233890	47.40856	8.72371	2.5	70	1770
103233891	47.40856	8.72371	3.5	107	2440
103233892	47.40856	8.72371	2.5	78	2190
103233893	47.40856	8.72371	2.5	75	1870
103233894	47.40856	8.72371	4.5	124	2650
103233902	47.388523	8.392351	3.5	100	1790
103234227	46.22555	6.1212	8	270	8500
103234266	46.9543085	7.4930717	4.5	90	1970
103234316	47.3882815	8.666603	3.5	104	2200
103234610	47.5278048	9.1951114	2.5	57	865
103234712	47.315929	8.112895	1	15	375
103234931	47.329739	8.7874984	4.5	98	1975
103234947	47.583339	7.5930023	3.5	76	1520
103235021	47.468143	7.597364	3.5	103	2050
103235065	47.55698	7.5836	6	164	4290
103235294	47.409756	8.4601888	4.5	90	1953
103235315	47.3147771	8.5828761	4.5	160	4800
103235396	47.415953	8.27238	4.5	157	2734
103235517	47.4921521	9.4618097	4.5	98	1781
103235519	47.463542	9.031943	4.5	101	1880
103235566	47.472034	9.505125	3	62	1140
103236332	47.319228	7.977398	5	103	1680
103236389	47.472422	9.038818	4.5	110	1880
103237394	47.2461535	8.4691481	4.5	151	2720
103237905	47.523178	7.707402	3.5	92	1710
103237907	47.532007	7.64762	4.5	101	2600
103238035	47.414094	8.545003	2	42	2880
103238103	47.287851	7.719889	4.5	95	2000
103238206	47.519292	7.683497	4.5	86	1680
103238208	47.329309	8.819708	4.5	85	1870
103238228	45.8543024	8.9923484	2.5	63	980
103238727	47.4246	8.311226	4.5	86	1640
103238744	47.367447	8.082973	3	61	1140
103238903	46.948232	9.567897	4.5	88	1515
103238906	47.568655	7.568853	4	83	1830
103238960	47.152901	7.285809	3	69	990
103239007	47.336815	8.812966	4.5	118	2215
103239066	47.45012	8.331357	3.5	104	1900
103239344	47.642574	9.166955	4	75	1310
103239395	47.34308	8.5766	4.5	110	2980
103239564	47.318518	7.90898	3	60	1160
103239606	47.5529342	7.8017833	4.5	97	1640
103239644	47.564743	7.592552	2	52	1431
103239810	47.325572	7.899638	4.5	82	1520
103240021	47.190038	7.702961	2	40	850
103240126	45.864815	8.980737	4	100	1580
103240934	47.519932	7.564048	3.5	93	2100
103241086	46.5063252	6.6455743	5	165	5350
103242164	47.323394	8.787761	4.5	105	2290
103242205	47.228787	8.2414572	5.5	128	2225
103243025	46.8123525	7.1508692	4	114	1860
103243085	47.5874937	7.6600813	4	84	1390
103243525	47.0126796	7.4596864	4.5	136	1950
103243809	47.46168	8.66186	4.5	107	2385
103244105	47.2230787	7.0895652	4	75	863
103244189	47.4429548	8.7293609	4.5	132	2400
103244775	47.076239	8.272671	3.5	75	1240
103245331	47.5055823	7.5175583	5.5	150	2900
103245368	47.540487	8.850298	2.5	168	2450
103245502	47.2849115	8.5291195	5.5	152	3370
103245633	46.5175335	6.6610608	7.5	208	5240
103245736	47.443133	8.729498	4.5	117	2270
103245757	47.329006	8.651743	4.5	94	1990
103245786	47.2714012	7.9480673	4.5	97	1510
103245955	47.2520184	7.6467799	4	85	1200
103246042	46.961881	7.382753	4.5	131	2298
103246364	46.0100372	8.9383865	4.5	120	1830
103247021	46.8157344	7.1300956	4.5	102	1915
103247226	47.342969	8.569135	2.5	108	4245
103247461	47.407021	7.546031	4.5	132	2250
103247773	47.0096679	9.4972319	5.5	180	2850
103247929	46.5001186	6.7239144	3.5	110	3850
103247962	47.447433	8.644599	7.5	270	3800
103247993	47.227837	8.2422484	4.5	107	1775
103248027	47.147366	7.456936	4.5	84	1520
103248039	47.145361	7.454966	4.5	103	1700
103248042	47.2333659	7.2238916	2	45	790
103248044	47.226671	7.204165	3.5	72	890
103248222	47.2767053	8.8413186	4.5	140	2050
103248416	47.348878	7.919373	3.5	76	1390
103248434	47.382348	8.654348	2.5	66	2050
103248455	47.3370589	7.2464811	4.5	100	1430
103248594	47.56295	7.59599	2.5	70	1750
103248596	47.33137	8.8101529	4.5	95	2410
103248748	47.215031	7.785816	3.5	73	1380
103248811	47.33207	9.08595	4.5	98	1215
103249591	47.6460774	9.1569792	4.5	106	1850
103249658	47.5482187	7.9544784	4.5	105	2100
103250086	47.390018	8.467665	4.5	101	2900
103250578	46.9917583	7.4504763	3.5	115	2284
103250675	47.3462908	8.2814724	5	105	1800
103250841	47.403974	8.622155	4	71	1610
103250879	47.559558	8.901181	4	88	1750
103250905	47.5658913	7.5628272	4.5	101	2010
103250926	47.3300815	8.7874409	4.5	98	2025
103252440	47.3001243	8.5626872	3.5	80	3072
103252598	47.18736	7.69789	4.5	144	2180
103252600	47.1876063	7.6989797	4.5	120	2430
103252601	47.18727	7.69784	3.5	101	2180
103252741	47.3434601	8.7346552	3.5	78	1790
103252988	47.365576	8.533417	3.5	91	5800
103253176	47.564656	7.591431	2	61	1290
103253206	47.477008	8.304969	4	100	2100
103253337	47.359371	8.521773	3.5	75	2720
103253412	47.4782919	8.4545792	6	220	2717
103253798	47.47877	8.12691	4.5	115	1780
103253886	47.423304	8.56367	2.5	114	3170
103254093	47.542012	7.589735	3.5	83	1810
103254200	47.5170207	7.5613729	4	75	1590
103254216	47.128966	7.256405	5.5	109	1820
103254406	46.449733	6.868636	3.5	80	2150
103254617	47.4829402	8.4522482	4.5	111	2820
103254771	47.677906	8.599427	2	54	935
103256107	47.477802	7.616968	3	86	2050
103256272	47.4053822	8.5653774	2	106	2384
103256296	47.364474	8.517693	3	58	2400
103256567	47.567737	7.594987	2	52	1090
103256574	47.3771483	7.5391918	4.5	116	1660
103256641	46.956948	7.5299383	3.5	87	1613
103256794	47.3790692	8.5456662	2.5	45	2600
103256813	47.4363066	9.416657	3.5	78	1540
103257320	46.98652	8.30955	3.5	94	1980
103257385	47.2348106	8.7536543	2.5	99	3990
103257412	47.5051867	7.5172923	4	84	1790
103257444	47.466321	7.592227	3.5	76	1720
103257570	47.260999	8.598532	4.5	109	2300
103258129	47.043439	8.373359	4.5	90	1749
103258132	47.360397	8.042116	3	72	1378
103258381	47.506111	8.751999	2	55	1240
103258393	47.506111	8.751999	2	55	1240
103258448	47.253895	7.653432	4.5	90	1555
103258454	46.952358	7.461713	3	70	1600
103258765	47.6838575	8.6618922	3.5	100	1865
103258810	47.362819	7.904911	3.5	66	1098
103258961	47.50674	7.52694	3.5	87	1380
103258963	47.260457	8.856583	3.5	75	1400
103259647	47.386067	8.758129	3.5	93	1700
103259707	47.356855	8.625862	4.5	98	2342
103259718	47.510715	9.4169038	4.5	73	1300
103259760	47.373862	9.425358	3.5	79	1295
103259957	46.7949946	7.1348123	2.5	71	1530
103260057	47.294199	8.24404	3.5	124	1650
103260371	47.20629	8.75588	4.5	160	3650
103260686	47.2759261	8.872276	4.5	125	2540
103260797	47.556217	7.541574	3.5	85	1830
103260807	46.434661	6.195078	6.5	260	7986
103260817	47.43476	8.46246	3.5	96	1870
103261014	47.438814	7.5372	4.5	98	1800
103261118	46.5102119	6.6469245	4.5	125	4200
103261169	47.5459301	7.6206696	3.5	70	1630
103261332	47.5741285	7.6406616	2	50	1316
103261594	47.0538861	8.0677091	5.5	143	1790
103261740	47.124528	7.99575	3.5	79	1100
103261764	47.701209	8.651461	3	66	1139
103261798	47.725911	8.657932	4.5	136	1985
103261896	47.346955	7.918342	5.5	124	1830
103261898	47.369269	8.047186	4.5	106	1965
103261910	47.3980387	8.1760626	4.5	122	1860
103261952	47.4688572	8.3135512	5.5	131	2160
103261986	47.2826574	8.5503958	5.5	145	3511
103261987	47.549571	7.621197	2	47	1230
103262484	47.3752773	8.0101533	3.5	85	1510
103262544	47.3147069	8.5504948	6.5	234	8800
103262836	47.347073	8.722844	4.5	114	2720
103262943	47.545503	7.583819	1	30	880
103263341	47.375312	8.010613	3.5	74	1210
103263363	47.0115833	7.4867112	3.5	63	1355
103263477	46.5309941	6.5983129	3	68	1790
103263500	47.3656678	8.7882488	4.5	96	1910
103263591	46.01246	8.955627	3.5	113	2375
103263681	47.52724	7.56412	5.5	190	4350
103263788	47.27438	8.62856	3.5	80	2220
103263932	46.912498	7.469049	3.5	72	1270
103263941	47.520183	7.704651	4	82	1610
103264102	46.4766935	9.8117046	4.5	125	4580
103264164	45.841742	9.029282	1	40	590
103264201	47.421798	9.368641	1	29	610
103264247	47.3546104	8.7091399	3	70	1595
103264253	47.363704	7.950074	4.5	70	1350
103264309	46.625069	7.062822	5.5	120	1940
103264625	46.96371	7.374179	4.5	104	1650
103264654	46.9075164	7.415178	3.5	80	1520
103264715	47.3562632	8.2769177	4	78	1495
103264751	47.387562	8.124503	3.5	100	1918
103264827	46.914271	7.419832	3.5	79	1730
103264834	47.563292	7.58897	4.5	91	1860
103264857	46.3931897	6.9260861	3	60	1420
103265072	47.5218525	7.7051775	4	77	1390
103265164	47.3432133	8.5239989	4.5	132	5800
103265176	47.293438	8.609986	4.5	129	6800
103265196	47.567036	7.57684	3	66	1510
103265224	46.2233834	6.1238096	2	50	2780
103265367	46.951983	6.841299	4	75	1550
103265494	46.8922365	6.7729859	5.5	108	2140
103265517	47.246434	8.458837	4.5	100	1935
103265521	47.014119	8.308893	4.5	94	1745
103265861	47.365897	8.553836	1.5	35	2300
103265898	47.2490447	8.6319208	4	74	1730
103266031	47.36615	8.55721	1.5	31	1890
103266146	46.5384898	6.5937378	8.5	220	7000
103266327	47.4129803	8.4808828	3.5	75	2283
103266338	47.33219	8.78777	2.5	60	1600
103266606	47.0055054	6.9616717	4	90	1535
103266739	47.358785	8.713939	3.5	81	1830
103266741	47.427938	8.561431	4.5	118	2725
103266950	47.3479501	7.9153417	4	83	1490
103267115	47.1929527	7.5554353	6	193	3200
103267186	47.455161	9.6337151	3	50	1150
103267305	47.13586	7.257196	3	70	1241
103267335	46.1780781	8.810268	3.5	66	1450
103267458	46.5372407	6.577162	5	92	1900
103267535	46.8156666	7.1559616	4.5	100	1360
103267561	47.561646	7.574411	1	27	835
103268222	46.31327	6.13194	8	330	9500
103268238	47.245037	7.814567	4.5	80	1180
103268277	47.23231	8.65701	5.5	167	3710
103268642	47.5697857	7.5785974	2	50	1270
103268762	46.5384898	6.5937378	8.5	220	7000
103268809	47.07212	8.28171	1	16	380
103268976	47.155213	9.480459	3.5	91	1350
103268999	46.858556	9.521498	5	96	1735
103269020	47.560486	7.5743	1.5	41	900
103269054	47.2106114	8.6956845	5.5	220	8600
103269066	47.245736	7.968799	4.5	117	2160
103269238	47.1410427	7.2657369	3	72	1040
103269341	46.945171	7.462551	2.5	133	2480
103269415	47.396688	7.68745	3.5	85	1620
103269478	46.9282329	7.4175977	4	99	1747
103269705	47.15954	8.36886	3.5	110	1500
103269745	47.30646	7.85546	4.5	83	1450
103270194	46.819663	7.144417	4.5	103	1580
103270219	47.061735	7.616128	4.5	100	1841
103270235	47.251993	8.768389	4.5	142	2650
103270453	47.3378609	8.8450334	3.5	129	2810
103270479	47.5821081	7.5920284	3	99	1620
103270641	47.4836826	8.5622935	4.5	120	2500
103270757	47.44644	8.331831	4	80	1560
103271043	47.569635	7.569175	3	71	1500
103271220	47.3640283	8.535398	4.5	168	7000
103271380	47.2840521	8.5353283	2.5	82	1650
103271397	47.124176	7.271182	4.5	92	1520
103271420	47.405567	8.400129	4.5	125	1960
103271623	46.8681566	9.8819114	2	97	1900
103272060	47.302661	7.799655	4.5	99	1610
103272211	46.9699454	7.4459252	3.5	86	1820
103272298	46.926142	7.3807689	4	95	1590
103272422	47.565136	8.916326	4.5	120	2085
103272427	47.4604921	9.3927356	4.5	102	1800
103272443	47.318842	8.424082	4.5	128	2430
